,datetime,t1,t2,hum,dew,pressure,icon,wind_dir_deg,wind_speed,other
0,2015-01-01 00:20:00,6,3,76,2,1031.0,1,210,19, 
1,2015-01-01 00:50:00,6,3,81,3,1032.0,2,240,19, Scattered Clouds at 550m  
2,2015-01-01 01:20:00,6,3,81,3,1032.0,4,220,19, Cloudy at 490m  
3,2015-01-01 01:50:00,7,4,81,4,1031.0,4,210,17, Cloudy at 490m  
4,2015-01-01 02:20:00,7,4,81,4,1031.0,4,210,15, Cloudy at 550m  
5,2015-01-01 02:50:00,7,4,81,4,1032.0,4,230,15, Cloudy at 550m  
6,2015-01-01 03:20:00,7,4,87,5,1031.0,3,210,17, Broken Clouds at 610m  
7,2015-01-01 03:50:00,7,4,87,5,1031.0,3,210,19, Broken Clouds at 610m  
8,2015-01-01 04:20:00,8,5,82,5,1031.0,3,220,17, Broken Clouds at 490m  
9,2015-01-01 04:50:00,8,5,82,5,1031.0,3,220,17, Broken Clouds at 370m  
10,2015-01-01 05:20:00,8,5,87,6,1030.0,3,210,20, Broken Clouds at 300m  
11,2015-01-01 05:50:00,8,5,87,6,1030.0,3,220,19," Few Clouds at 300m, Broken Clouds at 490m  "
12,2015-01-01 06:20:00,8,5,87,6,1029.0,2,230,19, Scattered Clouds at 270m  
13,2015-01-01 06:50:00,8,4,87,6,1030.0,4,220,26," Scattered Clouds at 270m, Cloudy at 430m  "
14,2015-01-01 07:20:00,9,6,82,6,1030.0,4,220,24," Scattered Clouds at 270m, Cloudy at 610m  "
15,2015-01-01 07:50:00,8,4,87,6,1030.0,3,210,24," Scattered Clouds at 240m, Broken Clouds at 270m, Broken Clouds at 610m  "
16,2015-01-01 08:20:00,8,5,87,6,1030.0,3,200,19," Scattered Clouds at 240m, Broken Clouds at 300m  "
17,2015-01-01 08:50:00,8,5,87,6,1030.0,3,200,20, Broken Clouds at 300m  
18,2015-01-01 09:20:00,9,6,82,6,1030.0,3,220,22, Broken Clouds at 270m  
19,2015-01-01 09:50:00,9,5,82,6,1030.0,3,210,28, Broken Clouds at 270m  
20,2015-01-01 10:20:00,9,6,82,6,1030.0,3,210,26, Broken Clouds at 270m  
21,2015-01-01 10:50:00,9,6,82,6,1030.0,3,210,26, Broken Clouds at 340m  
22,2015-01-01 11:20:00,9,6,87,7,1029.0,3,210,26," Scattered Clouds at 270m, Broken Clouds at 430m  "
23,2015-01-01 11:50:00,9,5,82,6,1029.0,3,210,30, Broken Clouds at 270m  
24,2015-01-01 12:20:00,9,6,87,7,1028.0,3,220,26, Broken Clouds at 240m  
25,2015-01-01 12:50:00,9,6,87,7,1028.0,3,220,24, Broken Clouds at 270m  
26,2015-01-01 13:20:00,9,5,87,7,1027.0,3,220,30, Broken Clouds at 270m  
27,2015-01-01 13:50:00,9,5,87,7,1027.0,3,210,28, Broken Clouds at 270m  
28,2015-01-01 14:20:00,10,7,82,7,1026.0,3,220,30, Broken Clouds at 300m  
29,2015-01-01 14:50:00,10,7,82,7,1026.0,3,220,26, Broken Clouds at 300m  
30,2015-01-01 15:20:00,10,7,82,7,1025.0,3,220,30, Broken Clouds at 300m  
31,2015-01-01 15:50:00,10,6,88,8,1025.0,3,220,31, Broken Clouds at 340m  
32,2015-01-01 16:20:00,10,7,88,8,1025.0,3,220,30, Broken Clouds at 340m  
33,2015-01-01 16:50:00,10,7,82,7,1024.0,3,220,26, Broken Clouds at 370m  
34,2015-01-01 17:20:00,11,11,77,7,1024.0,3,220,28, Broken Clouds at 460m  
35,2015-01-01 17:50:00,10,7,82,7,1023.0,3,220,30, Broken Clouds at 460m  
36,2015-01-01 18:20:00,11,11,77,7,1024.0,3,220,33, Broken Clouds at 430m  
37,2015-01-01 18:50:00,11,11,77,7,1023.0,3,220,35, Broken Clouds at 370m  
38,2015-01-01 19:20:00,11,11,77,7,1023.0,7,220,30, Broken Clouds at 300m Light Rain 
39,2015-01-01 19:50:00,11,11,82,8,1022.0,7,220,33, Cloudy at 340m Light Rain 
40,2015-01-01 20:20:00,11,11,82,8,1022.0,3,220,31, Broken Clouds at 300m  
41,2015-01-01 20:50:00,11,11,82,8,1022.0,3,230,35, Broken Clouds at 300m  
42,2015-01-01 21:20:00,11,11,88,9,1021.0,3,220,26, Broken Clouds at 300m  
43,2015-01-01 21:50:00,11,11,88,9,1021.0,3,230,35," Scattered Clouds at 270m, Broken Clouds at 370m  "
44,2015-01-01 22:20:00,12,12,82,9,1020.0,4,220,31, Cloudy at 300m  
45,2015-01-01 22:50:00,12,12,88,10,1020.0,7,230,35, Broken Clouds at 300m Rain 
46,2015-01-01 23:20:00,13,13,82,10,1020.0,3,230,31, Broken Clouds at 370m  
47,2015-01-01 23:50:00,13,13,82,10,1020.0,3,230,35, Broken Clouds at 300m  
48,2015-01-02 00:20:00,13,13,82,10,1019.0,3,240,31," Broken Clouds at 370m, Broken Clouds at 550m  "
49,2015-01-02 00:50:00,13,13,82,10,1019.0,4,240,30, Cloudy at 370m  
50,2015-01-02 01:20:00,13,13,88,11,1019.0,3,240,30, Broken Clouds at 300m Haze 
51,2015-01-02 01:50:00,13,13,88,11,1019.0,7,240,30," Scattered Clouds at 270m, Broken Clouds at 430m Light Rain Shower "
52,2015-01-02 02:20:00,13,13,88,11,1019.0,7,240,26," Few Clouds at 240m, Broken Clouds at 300m, Broken Clouds at 490m Light Rain Shower "
53,2015-01-02 02:50:00,13,13,88,11,1019.0,7,250,30," Few Clouds at 270m, Broken Clouds at 370m, Broken Clouds at 550m Light Rain Shower "
54,2015-01-02 03:20:00,13,13,94,12,1020.0,7,260,28," Few Clouds at 210m, Broken Clouds at 370m, Broken Clouds at 550m Rain Shower "
55,2015-01-02 03:50:00,13,13,88,11,1020.0,7,250,24," Few Clouds at 300m, Scattered Clouds at 910m Light Rain Shower "
56,2015-01-02 04:20:00,13,13,82,10,1021.0,2,260,24, Few Clouds at 850m  
57,2015-01-02 04:50:00,13,13,77,9,1022.0,2,270,28," Few Clouds at 550m, Scattered Clouds at 910m  "
58,2015-01-02 05:20:00,12,12,72,7,1022.0,2,280,31," Few Clouds at 610m, Scattered Clouds at 790m  "
59,2015-01-02 05:50:00,11,11,62,4,1023.0,1,280,37, 
60,2015-01-02 06:20:00,11,11,62,4,1025.0,1,280,28, 
61,2015-01-02 06:50:00,11,11,62,4,1025.0,1,290,24, 
62,2015-01-02 07:20:00,10,6,50,0,1026.0,1,290,35, 
63,2015-01-02 07:50:00,10,8,58,2,1026.0,1,290,19, 
64,2015-01-02 08:20:00,10,7,58,2,1027.0,1,280,26, 
65,2015-01-02 08:50:00,10,7,58,2,1028.0,2,280,30, Few Clouds at 1100m  
66,2015-01-02 09:20:00,9,6,58,1,1029.0,2,280,24, Few Clouds at 1100m  
67,2015-01-02 09:50:00,9,5,54,0,1030.0,2,280,33, Few Clouds at 1100m  
68,2015-01-02 10:20:00,9,6,62,2,1030.0,1,270,22, 
69,2015-01-02 10:50:00,9,6,58,1,1030.0,1,270,24, 
70,2015-01-02 11:20:00,9,6,54,0,1030.0,1,270,22, 
71,2015-01-02 11:50:00,9,6,58,1,1031.0,2,270,26, Few Clouds at 1200m  
72,2015-01-02 12:20:00,9,6,54,0,1030.0,2,270,26, Few Clouds at 1200m  
73,2015-01-02 12:50:00,9,5,50,-1,1031.0,2,270,30, Few Clouds at 1200m  
74,2015-01-02 13:20:00,9,5,50,-1,1031.0,2,270,31, Few Clouds at 1100m  
75,2015-01-02 13:50:00,9,5,54,0,1031.0,2,270,28, Few Clouds at 1200m  
76,2015-01-02 14:20:00,9,5,54,0,1032.0,2,270,28, Few Clouds at 1200m  
77,2015-01-02 14:50:00,9,5,54,0,1032.0,2,270,28, Few Clouds at 1400m  
78,2015-01-02 15:20:00,9,6,54,0,1033.0,1,270,20, 
79,2015-01-02 15:50:00,8,5,57,0,1033.0,1,270,22, 
80,2015-01-02 16:20:00,8,5,57,0,1033.0,1,260,19, 
81,2015-01-02 16:50:00,8,5,57,0,1033.0,1,250,17, 
82,2015-01-02 17:20:00,8,5,57,0,1034.0,1,250,17, 
83,2015-01-02 17:50:00,7,5,61,0,1034.0,1,220,9, 
84,2015-01-02 18:20:00,7,4,66,1,1034.0,1,220,15, 
85,2015-01-02 18:50:00,7,4,66,1,1034.0,1,240,17, 
86,2015-01-02 19:20:00,6,4,71,1,1034.0,1,240,9, 
87,2015-01-02 19:50:00,6,3,71,1,1034.0,1,230,13, 
88,2015-01-02 20:20:00,6,3,71,1,1034.0,1,240,13, 
89,2015-01-02 20:50:00,6,3,71,1,1034.0,1,240,17, 
90,2015-01-02 21:20:00,6,3,71,1,1034.0,1,250,13, 
91,2015-01-02 21:50:00,6,3,71,1,1034.0,1,240,13, 
92,2015-01-02 22:20:00,6,3,71,1,1034.0,1,240,13, 
93,2015-01-02 22:50:00,6,3,66,0,1033.0,1,240,15, 
94,2015-01-02 23:20:00,6,4,71,1,1033.0,1,230,11, 
95,2015-01-02 23:50:00,6,3,71,1,1033.0,1,230,13, 
96,2015-01-03 00:20:00,6,3,71,1,1032.0,1,250,15, 
97,2015-01-03 00:50:00,6,3,66,0,1032.0,1,250,13, 
98,2015-01-03 01:20:00,6,4,66,0,1031.0,1,220,11, 
99,2015-01-03 01:50:00,6,4,66,0,1030.0,1,220,11, 
100,2015-01-03 02:20:00,7,4,61,0,1029.0,1,220,17, 
101,2015-01-03 02:50:00,7,4,66,1,1029.0,1,220,17, 
102,2015-01-03 03:20:00,7,5,66,1,1029.0,1,220,13, 
103,2015-01-03 03:50:00,7,4,66,1,1028.0,7,240,15," Broken Clouds at 850m, Broken Clouds at 1200m Light Rain "
104,2015-01-03 04:20:00,6,3,71,1,1028.0,7,300,13," Few Clouds at 300m, Scattered Clouds at 670m, Broken Clouds at 850m Rain "
105,2015-01-03 04:50:00,6,5,81,3,1027.0,7,NaN,6," Few Clouds at 300m, Scattered Clouds at 490m Rain "
106,2015-01-03 05:20:00,5,4,87,3,1026.0,7,NaN,6," Few Clouds at 430m, Broken Clouds at 610m Heavy Rain "
107,2015-01-03 05:50:00,5,4,93,4,1026.0,7,NaN,6," Scattered Clouds at 490m, Broken Clouds at 670m Heavy Rain "
108,2015-01-03 06:20:00,5,5,93,4,1025.0,7,NaN,4," Few Clouds at 370m, Broken Clouds at 640m Rain "
109,2015-01-03 06:50:00,5,4,93,4,1024.0,7,50,6," Scattered Clouds at 430m, Broken Clouds at 610m Rain "
110,2015-01-03 07:20:00,5,3,93,4,1023.0,7,90,7," Few Clouds at 180m, Broken Clouds at 270m Rain "
111,2015-01-03 07:50:00,5,2,93,4,1022.0,7,100,15," Few Clouds at 90m, Scattered Clouds at 270m, Broken Clouds at 430m Rain "
112,2015-01-03 08:20:00,5,2,93,4,1021.0,7,100,15," Few Clouds at 150m, Scattered Clouds at 670m, Broken Clouds at 1400m Light Rain "
113,2015-01-03 08:50:00,5,2,93,4,1020.0,7,80,17," Few Clouds at 60m, Scattered Clouds at 430m, Broken Clouds at 730m Light Drizzle and Rain "
114,2015-01-03 09:20:00,5,2,93,4,1020.0,7,70,17," Few Clouds at 120m, Broken Clouds at 550m Light Rain "
115,2015-01-03 09:50:00,5,2,93,4,1019.0,7,80,17, Cloudy at 490m Rain 
116,2015-01-03 10:50:00,5,1,100,5,1017.0,7,90,22," Few Clouds at 60m, Scattered Clouds at 120m, Broken Clouds at 430m Drizzle, Haze "
117,2015-01-03 11:20:00,5,1,100,5,1016.0,7,100,20," Few Clouds at 60m, Scattered Clouds at 150m, Broken Clouds at 210m Rain, Haze "
118,2015-01-03 11:50:00,6,2,93,5,1015.0,7,100,22, Broken Clouds at 120m Rain 
119,2015-01-03 12:20:00,6,3,93,5,1014.0,7,100,13," Broken Clouds at 120m, Broken Clouds at 370m Light Rain "
120,2015-01-03 12:50:00,6,4,93,5,1014.0,7,40,9," Few Clouds at 60m, Broken Clouds at 120m Light Rain "
121,2015-01-03 13:20:00,6,4,100,6,1014.0,7,80,7," Scattered Clouds at 30m, Scattered Clouds at 90m Rain "
122,2015-01-03 13:50:00,6,3,100,6,1015.0,7,310,13," Scattered Clouds at 60m, Broken Clouds at 120m Drizzle "
123,2015-01-03 14:20:00,6,3,93,5,1016.0,7,350,13," Few Clouds at 90m, Scattered Clouds at 120m Rain "
124,2015-01-03 14:50:00,6,3,93,5,1017.0,7,30,13," Few Clouds at 120m, Scattered Clouds at 150m Light Rain "
125,2015-01-03 15:20:00,6,3,93,5,1018.0,7,20,15," Few Clouds at 120m, Scattered Clouds at 210m, Broken Clouds at 240m Light Rain "
126,2015-01-03 15:50:00,6,3,93,5,1019.0,2,20,13," Few Clouds at 120m, Scattered Clouds at 180m  "
127,2015-01-03 16:20:00,6,3,87,4,1021.0,3,360,13," Few Clouds at 150m, Scattered Clouds at 180m, Broken Clouds at 270m  "
128,2015-01-03 16:50:00,5,2,87,3,1022.0,3,350,13," Few Clouds at 240m, Scattered Clouds at 270m, Broken Clouds at 430m  "
129,2015-01-03 17:20:00,5,2,87,3,1022.0,3,360,11, Broken Clouds at 300m  
130,2015-01-03 17:50:00,5,4,87,3,1023.0,2,NaN,6, Scattered Clouds at 300m  
131,2015-01-03 18:20:00,4,4,93,3,1023.0,1,NaN,4, 
132,2015-01-03 18:50:00,4,4,93,3,1024.0,1,Calm,, 
133,2015-01-03 19:20:00,4,3,87,2,1025.0,2,290,6, Scattered Clouds at 270m  
134,2015-01-03 19:50:00,4,3,87,2,1026.0,3,NaN,6," Scattered Clouds at 210m, Broken Clouds at 270m  "
135,2015-01-03 20:20:00,4,1,93,3,1028.0,2,300,13," Scattered Clouds at 210m, Scattered Clouds at 240m  "
136,2015-01-03 20:50:00,4,3,87,2,1028.0,2,NaN,6," Scattered Clouds at 210m, Scattered Clouds at 240m  "
137,2015-01-03 21:20:00,3,2,93,2,1028.0,2,260,6, Scattered Clouds at 300m  
138,2015-01-03 21:50:00,3,0,87,1,1029.0,2,270,9," Few Clouds at 270m, Scattered Clouds at 370m  "
139,2015-01-03 22:20:00,4,1,87,2,1030.0,2,290,11, Scattered Clouds at 270m  
140,2015-01-03 22:50:00,4,1,87,2,1030.0,3,300,11," Scattered Clouds at 210m, Broken Clouds at 240m  "
141,2015-01-03 23:20:00,3,0,93,2,1031.0,3,310,9, Broken Clouds at 120m Haze 
142,2015-01-03 23:50:00,3,1,93,2,1031.0,2,290,7," Scattered Clouds at 90m, Scattered Clouds at 150m Haze "
143,2015-01-04 00:20:00,3,2,93,2,1031.0,3,NaN,6," Few Clouds at 120m, Broken Clouds at 150m Haze "
144,2015-01-04 00:50:00,3,2,93,2,1031.0,1,290,6,  Haze 
145,2015-01-04 01:20:00,3,2,93,2,1031.0,1,230,6,  Haze 
146,2015-01-04 01:50:00,3,3,93,2,1032.0,1,NaN,4,  Haze 
147,2015-01-04 02:20:00,3,3,93,2,1032.0,1,Calm,,  Haze 
148,2015-01-04 02:50:00,2,2,100,2,1033.0,1,Calm,,  Haze 
149,2015-01-04 03:20:00,2,2,100,2,1033.0,1,Calm,,  Haze 
150,2015-01-04 03:50:00,2,2,100,2,1033.0,1,Calm,,  Haze 
151,2015-01-04 04:20:00,2,0,93,1,1033.0,1,240,6,  Fog 
152,2015-01-04 04:50:00,2,0,93,1,1033.0,1,220,7,  Haze 
153,2015-01-04 05:20:00,2,2,93,1,1033.0,1,NaN,4,  Haze 
154,2015-01-04 05:50:00,2,2,93,1,1034.0,1,250,4,  Haze 
155,2015-01-04 06:20:00,1,-1,100,1,1034.0,2,200,7," Scattered Clouds at 30m, Scattered Clouds at 90m Fog "
156,2015-01-04 06:50:00,1,-1,100,1,1035.0,4,230,7, Limited visibility Fog 
157,2015-01-04 07:20:00,1,-1,100,1,1035.0,4,230,7, Limited visibility Fog 
158,2015-01-04 07:50:00,1,-1,100,1,1035.0,4,230,7, Limited visibility Fog 
159,2015-01-04 08:20:00,1,-2,100,1,1036.0,4,230,9, Limited visibility Fog 
160,2015-01-04 08:50:00,2,0,93,1,1036.0,4,220,7, Limited visibility Fog 
161,2015-01-04 09:20:00,2,0,100,2,1036.0,3,230,7," Scattered Clouds at 30m, Broken Clouds at 90m Haze "
162,2015-01-04 09:50:00,2,-1,100,2,1036.0,3,230,11, Broken Clouds at 60m Haze 
163,2015-01-04 10:20:00,3,0,93,2,1037.0,3,230,9, Broken Clouds at 90m Haze 
164,2015-01-04 10:50:00,3,-1,93,2,1037.0,3,230,15, Broken Clouds at 150m Haze 
165,2015-01-04 11:20:00,2,-1,100,2,1037.0,3,240,11," Broken Clouds at 90m, Broken Clouds at 120m Haze "
166,2015-01-04 11:50:00,2,-2,100,2,1037.0,3,230,13, Broken Clouds at 90m Haze 
167,2015-01-04 12:20:00,2,-1,100,2,1037.0,3,230,11," Scattered Clouds at 120m, Broken Clouds at 180m, Broken Clouds at 240m Haze "
168,2015-01-04 12:50:00,2,-2,93,1,1037.0,4,230,15," Scattered Clouds at 120m, Cloudy at 180m Haze "
169,2015-01-04 13:20:00,3,-1,87,1,1037.0,3,270,17," Few Clouds at 120m, Broken Clouds at 180m  "
170,2015-01-04 13:50:00,3,0,87,1,1037.0,3,220,13," Few Clouds at 150m, Broken Clouds at 210m  "
171,2015-01-04 14:20:00,3,1,87,1,1036.0,3,220,7," Scattered Clouds at 150m, Broken Clouds at 210m  "
172,2015-01-04 14:50:00,2,-1,93,1,1036.0,3,220,9," Scattered Clouds at 120m, Broken Clouds at 180m  "
173,2015-01-04 15:20:00,2,-1,93,1,1036.0,3,210,9," Scattered Clouds at 120m, Broken Clouds at 180m Haze "
174,2015-01-04 15:50:00,2,-2,93,1,1036.0,3,260,13," Scattered Clouds at 120m, Broken Clouds at 150m Haze "
175,2015-01-04 16:20:00,3,0,93,2,1037.0,3,240,11, Broken Clouds at 120m Haze 
176,2015-01-04 16:50:00,3,0,93,2,1037.0,3,220,13, Broken Clouds at 120m Haze 
177,2015-01-04 17:20:00,3,0,93,2,1036.0,3,230,11, Broken Clouds at 120m Haze 
178,2015-01-04 17:50:00,3,0,93,2,1036.0,3,220,11," Scattered Clouds at 90m, Broken Clouds at 120m Haze "
179,2015-01-04 18:20:00,3,1,93,2,1036.0,3,210,7," Few Clouds at 60m, Broken Clouds at 120m Haze "
180,2015-01-04 18:50:00,3,2,93,2,1036.0,3,NaN,6, Broken Clouds at 120m Haze 
181,2015-01-04 19:20:00,3,1,93,2,1036.0,3,210,7, Broken Clouds at 120m Haze 
182,2015-01-04 19:50:00,3,1,93,2,1036.0,3,160,7," Scattered Clouds at 90m, Broken Clouds at 150m Haze "
183,2015-01-04 20:20:00,3,3,93,2,1035.0,3,NaN,4," Scattered Clouds at 60m, Broken Clouds at 120m Haze "
184,2015-01-04 20:50:00,3,3,93,2,1035.0,3,NaN,4," Few Clouds at 90m, Broken Clouds at 120m, Broken Clouds at 610m Haze "
185,2015-01-04 21:20:00,3,3,93,2,1035.0,3,NaN,4," Few Clouds at 120m, Broken Clouds at 580m  "
186,2015-01-04 21:50:00,3,2,93,2,1035.0,4,110,6, Cloudy at 550m Haze 
187,2015-01-04 22:20:00,3,2,93,2,1035.0,4,90,6, Cloudy at 550m Haze 
188,2015-01-04 22:50:00,3,2,93,2,1035.0,4,NaN,6, Cloudy at 550m  
189,2015-01-04 23:20:00,4,4,87,2,1035.0,4,NaN,4, Cloudy at 550m  
190,2015-01-04 23:50:00,4,3,87,2,1034.0,4,NaN,6, Cloudy at 610m  
191,2015-01-05 00:20:00,4,3,93,3,1034.0,4,NaN,6, Cloudy at 550m  
192,2015-01-05 00:50:00,4,3,93,3,1034.0,4,50,6, Cloudy at 610m  
193,2015-01-05 01:20:00,4,3,93,3,1033.0,4,NaN,6, Cloudy at 670m  
194,2015-01-05 01:50:00,4,4,93,3,1033.0,4,NaN,4, Cloudy at 670m  
195,2015-01-05 02:20:00,5,4,87,3,1033.0,4,100,6, Cloudy at 670m  
196,2015-01-05 02:50:00,5,4,87,3,1033.0,3,NaN,6, Broken Clouds at 610m  
197,2015-01-05 03:20:00,6,5,81,3,1032.0,4,NaN,6, Cloudy at 790m  
198,2015-01-05 03:50:00,6,4,87,4,1032.0,4,220,9, Cloudy at 850m  
199,2015-01-05 04:20:00,6,4,87,4,1031.0,4,210,9, Cloudy at 850m  
200,2015-01-05 04:50:00,7,6,81,4,1031.0,4,180,7, Cloudy at 850m  
201,2015-01-05 05:20:00,6,5,87,4,1031.0,4,NaN,6, Cloudy at 910m  
202,2015-01-05 05:50:00,6,6,87,4,1031.0,3,NaN,4, Broken Clouds at 910m  
203,2015-01-05 06:20:00,7,7,81,4,1030.0,3,NaN,4, Broken Clouds at 910m  
204,2015-01-05 06:50:00,7,6,81,4,1030.0,3,NaN,6, Broken Clouds at 910m  
205,2015-01-05 07:20:00,7,6,81,4,1030.0,3,NaN,6, Broken Clouds at 1000m  
206,2015-01-05 07:50:00,7,6,81,4,1030.0,3,240,7," Few Clouds at 760m, Broken Clouds at 1000m  "
207,2015-01-05 08:20:00,8,7,76,4,1030.0,3,NaN,6, Broken Clouds at 910m  
208,2015-01-05 08:50:00,8,8,82,5,1030.0,3,NaN,4, Broken Clouds at 910m  
209,2015-01-05 09:20:00,8,7,82,5,1030.0,3,NaN,6," Scattered Clouds at 460m, Broken Clouds at 910m  "
210,2015-01-05 10:20:00,9,8,82,6,1030.0,3,NaN,6, Broken Clouds at 430m  
211,2015-01-05 10:50:00,9,8,87,7,1030.0,3,230,7, Broken Clouds at 980m  
212,2015-01-05 11:20:00,9,8,87,7,1029.0,3,230,9," Few Clouds at 300m, Broken Clouds at 910m  "
213,2015-01-05 11:50:00,9,7,94,8,1029.0,3,230,11," Few Clouds at 370m, Broken Clouds at 910m  "
214,2015-01-05 12:20:00,10,8,88,8,1028.0,3,230,11," Few Clouds at 240m, Broken Clouds at 880m  "
215,2015-01-05 12:50:00,10,8,82,7,1028.0,3,230,11, Broken Clouds at 910m  
216,2015-01-05 13:20:00,10,8,82,7,1028.0,3,220,11, Broken Clouds at 910m  
217,2015-01-05 13:50:00,10,9,82,7,1028.0,3,210,9, Broken Clouds at 880m  
218,2015-01-05 14:20:00,10,9,82,7,1027.0,3,210,9, Broken Clouds at 910m  
219,2015-01-05 14:50:00,10,9,82,7,1027.0,3,210,9, Broken Clouds at 790m  
220,2015-01-05 15:20:00,10,8,82,7,1027.0,3,210,11," Few Clouds at 610m, Broken Clouds at 790m  "
221,2015-01-05 15:50:00,10,9,76,6,1027.0,3,210,9," Scattered Clouds at 610m, Broken Clouds at 790m  "
222,2015-01-05 16:20:00,10,9,76,6,1027.0,3,210,9, Broken Clouds at 610m  
223,2015-01-05 16:50:00,10,8,71,5,1026.0,3,230,17, Broken Clouds at 730m  
224,2015-01-05 17:20:00,10,8,71,5,1026.0,3,220,13, Broken Clouds at 700m  
225,2015-01-05 17:50:00,9,7,76,5,1026.0,3,220,11, Broken Clouds at 700m  
226,2015-01-05 18:20:00,10,8,67,4,1026.0,3,230,13, Broken Clouds at 730m  
227,2015-01-05 18:50:00,9,7,71,4,1026.0,3,220,15, Broken Clouds at 730m  
228,2015-01-05 19:20:00,9,7,71,4,1026.0,3,210,11," Few Clouds at 670m, Broken Clouds at 730m  "
229,2015-01-05 19:50:00,9,6,71,4,1025.0,3,230,17, Broken Clouds at 730m  
230,2015-01-05 20:20:00,9,7,71,4,1025.0,3,220,15, Broken Clouds at 670m  
231,2015-01-05 20:50:00,9,7,71,4,1025.0,3,220,13, Broken Clouds at 730m  
232,2015-01-05 21:20:00,9,7,71,4,1025.0,3,220,11, Broken Clouds at 700m  
233,2015-01-05 21:50:00,9,7,71,4,1024.0,3,220,11, Broken Clouds at 700m  
234,2015-01-05 22:20:00,9,7,71,4,1024.0,4,230,11, Cloudy at 670m  
235,2015-01-05 22:50:00,9,8,71,4,1024.0,4,220,9, Cloudy at 670m  
236,2015-01-05 23:20:00,9,8,71,4,1024.0,4,210,9, Cloudy at 730m  
237,2015-01-05 23:50:00,8,7,76,4,1023.0,4,190,7, Cloudy at 670m  
238,2015-01-06 00:20:00,8,7,76,4,1023.0,4,180,7, Cloudy at 670m  
239,2015-01-06 00:50:00,8,6,76,4,1022.0,3,150,9, Broken Clouds at 610m  
240,2015-01-06 01:20:00,8,6,76,4,1022.0,4,180,9, Cloudy at 730m  
241,2015-01-06 01:50:00,8,7,76,4,1022.0,4,190,7, Cloudy at 670m  
242,2015-01-06 02:20:00,8,6,76,4,1022.0,3,170,11, Broken Clouds at 730m  
243,2015-01-06 02:50:00,8,6,76,4,1021.0,4,170,11, Cloudy at 850m  
244,2015-01-06 03:20:00,8,5,76,4,1021.0,4,170,15, Cloudy at 910m  
245,2015-01-06 03:50:00,8,6,76,4,1020.0,4,170,13, Cloudy at 910m  
246,2015-01-06 04:20:00,9,7,71,4,1020.0,4,170,11, Cloudy at 910m  
247,2015-01-06 04:50:00,8,6,76,4,1020.0,4,170,11, Cloudy at 910m  
248,2015-01-06 05:20:00,8,6,82,5,1019.0,4,180,13, Cloudy at 850m  
249,2015-01-06 05:50:00,8,5,82,5,1019.0,3,180,15, Broken Clouds at 980m  
250,2015-01-06 06:20:00,8,5,82,5,1019.0,3,160,15, Broken Clouds at 1200m  
251,2015-01-06 06:50:00,8,5,87,6,1019.0,3,170,15, Broken Clouds at 910m  
252,2015-01-06 07:20:00,9,7,82,6,1019.0,3,190,13," Few Clouds at 430m, Broken Clouds at 980m  "
253,2015-01-06 07:50:00,9,7,82,6,1019.0,3,200,13," Scattered Clouds at 370m, Broken Clouds at 910m  "
254,2015-01-06 08:20:00,9,7,82,6,1019.0,7,190,11, Broken Clouds at 300m Light Drizzle and Rain 
255,2015-01-06 08:50:00,9,7,82,6,1018.0,3,190,13, Broken Clouds at 300m  
256,2015-01-06 09:20:00,9,7,87,7,1018.0,3,200,13, Broken Clouds at 270m  
257,2015-01-06 09:50:00,9,6,87,7,1018.0,7,200,19," Few Clouds at 210m, Broken Clouds at 270m Light Drizzle and Rain "
258,2015-01-06 10:20:00,10,8,88,8,1018.0,3,190,19," Few Clouds at 210m, Broken Clouds at 370m  "
259,2015-01-06 10:50:00,10,7,88,8,1018.0,3,220,20," Few Clouds at 210m, Broken Clouds at 370m  "
260,2015-01-06 11:20:00,10,8,88,8,1018.0,3,210,19," Scattered Clouds at 400m, Broken Clouds at 610m  "
261,2015-01-06 11:50:00,10,8,88,8,1017.0,3,210,17," Scattered Clouds at 300m, Broken Clouds at 430m  "
262,2015-01-06 12:20:00,11,11,82,8,1017.0,7,210,19, Broken Clouds at 300m Light Drizzle 
263,2015-01-06 12:50:00,11,11,88,9,1017.0,7,220,19," Scattered Clouds at 270m, Broken Clouds at 430m Drizzle "
264,2015-01-06 13:20:00,10,6,82,7,1017.0,3,280,31," Few Clouds at 210m, Broken Clouds at 300m  "
265,2015-01-06 13:50:00,9,6,87,7,1018.0,3,290,24," Few Clouds at 300m, Broken Clouds at 910m  "
266,2015-01-06 14:20:00,9,6,71,4,1019.0,3,300,26, Broken Clouds at 730m  
267,2015-01-06 14:50:00,9,6,71,4,1020.0,3,300,26, Broken Clouds at 790m  
268,2015-01-06 15:20:00,8,4,71,3,1020.0,2,280,24, Scattered Clouds at 610m  
269,2015-01-06 15:50:00,8,5,71,3,1021.0,2,280,22, Few Clouds at 610m  
270,2015-01-06 16:20:00,8,5,66,2,1021.0,2,290,20, Few Clouds at 910m  
271,2015-01-06 16:50:00,8,5,71,3,1022.0,1,280,19, 
272,2015-01-06 17:20:00,8,5,71,3,1022.0,1,280,22, 
273,2015-01-06 17:50:00,7,3,71,2,1023.0,1,280,22, 
274,2015-01-06 18:20:00,7,4,71,2,1023.0,1,270,20, 
275,2015-01-06 18:50:00,7,4,71,2,1024.0,1,260,15, 
276,2015-01-06 19:20:00,6,3,76,2,1024.0,1,250,17, 
